imgpath,height,width,hpix,wpix,labelpath
/usr/UNet-try/train/case114/case114_day0/scans/slice_0074_360_310_1.50_1.50.png,310,360,1.5,1.5,/usr/UNet-try/label/case114_day0_slice_0074.png
/usr/UNet-try/train/case114/case114_day0/scans/slice_0075_360_310_1.50_1.50.png,310,360,1.5,1.5,/usr/UNet-try/label/case114_day0_slice_0075.png
/usr/UNet-try/train/case114/case114_day0/scans/slice_0076_360_310_1.50_1.50.png,310,360,1.5,1.5,/usr/UNet-try/label/case114_day0_slice_0076.png
/usr/UNet-try/train/case114/case114_day0/scans/slice_0077_360_310_1.50_1.50.png,310,360,1.5,1.5,/usr/UNet-try/label/case114_day0_slice_0077.png
/usr/UNet-try/train/case114/case114_day0/scans/slice_0078_360_310_1.50_1.50.png,310,360,1.5,1.5,/usr/UNet-try/label/case114_day0_slice_0078.png
/usr/UNet-try/train/case114/case114_day0/scans/slice_0079_360_310_1.50_1.50.png,310,360,1.5,1.5,/usr/UNet-try/label/case114_day0_slice_0079.png
/usr/UNet-try/train/case114/case114_day0/scans/slice_0080_360_310_1.50_1.50.png,310,360,1.5,1.5,/usr/UNet-try/label/case114_day0_slice_0080.png
/usr/UNet-try/train/case114/case114_day0/scans/slice_0081_360_310_1.50_1.50.png,310,360,1.5,1.5,/usr/UNet-try/label/case114_day0_slice_0081.png
/usr/UNet-try/train/case114/case114_day0/scans/slice_0082_360_310_1.50_1.50.png,310,360,1.5,1.5,/usr/UNet-try/label/case114_day0_slice_0082.png
/usr/UNet-try/train/case114/case114_day15/scans/slice_0070_360_310_1.50_1.50.png,310,360,1.5,1.5,/usr/UNet-try/label/case114_day15_slice_0070.png
/usr/UNet-try/train/case114/case114_day15/scans/slice_0071_360_310_1.50_1.50.png,310,360,1.5,1.5,/usr/UNet-try/label/case114_day15_slice_0071.png
/usr/UNet-try/train/case114/case114_day15/scans/slice_0072_360_310_1.50_1.50.png,310,360,1.5,1.5,/usr/UNet-try/label/case114_day15_slice_0072.png
/usr/UNet-try/train/case114/case114_day15/scans/slice_0073_360_310_1.50_1.50.png,310,360,1.5,1.5,/usr/UNet-try/label/case114_day15_slice_0073.png
/usr/UNet-try/train/case114/case114_day15/scans/slice_0074_360_310_1.50_1.50.png,310,360,1.5,1.5,/usr/UNet-try/label/case114_day15_slice_0074.png
/usr/UNet-try/train/case114/case114_day15/scans/slice_0075_360_310_1.50_1.50.png,310,360,1.5,1.5,/usr/UNet-try/label/case114_day15_slice_0075.png
/usr/UNet-try/train/case114/case114_day15/scans/slice_0076_360_310_1.50_1.50.png,310,360,1.5,1.5,/usr/UNet-try/label/case114_day15_slice_0076.png
/usr/UNet-try/train/case114/case114_day15/scans/slice_0077_360_310_1.50_1.50.png,310,360,1.5,1.5,/usr/UNet-try/label/case114_day15_slice_0077.png
/usr/UNet-try/train/case114/case114_day17/scans/slice_0071_360_310_1.50_1.50.png,310,360,1.5,1.5,/usr/UNet-try/label/case114_day17_slice_0071.png
/usr/UNet-try/train/case114/case114_day17/scans/slice_0072_360_310_1.50_1.50.png,310,360,1.5,1.5,/usr/UNet-try/label/case114_day17_slice_0072.png
/usr/UNet-try/train/case114/case114_day17/scans/slice_0073_360_310_1.50_1.50.png,310,360,1.5,1.5,/usr/UNet-try/label/case114_day17_slice_0073.png
/usr/UNet-try/train/case114/case114_day17/scans/slice_0074_360_310_1.50_1.50.png,310,360,1.5,1.5,/usr/UNet-try/label/case114_day17_slice_0074.png
/usr/UNet-try/train/case114/case114_day17/scans/slice_0075_360_310_1.50_1.50.png,310,360,1.5,1.5,/usr/UNet-try/label/case114_day17_slice_0075.png
/usr/UNet-try/train/case114/case114_day17/scans/slice_0076_360_310_1.50_1.50.png,310,360,1.5,1.5,/usr/UNet-try/label/case114_day17_slice_0076.png
/usr/UNet-try/train/case114/case114_day17/scans/slice_0077_360_310_1.50_1.50.png,310,360,1.5,1.5,/usr/UNet-try/label/case114_day17_slice_0077.png
/usr/UNet-try/train/case114/case114_day17/scans/slice_0078_360_310_1.50_1.50.png,310,360,1.5,1.5,/usr/UNet-try/label/case114_day17_slice_0078.png
/usr/UNet-try/train/case102/case102_day0/scans/slice_0090_360_310_1.50_1.50.png,310,360,1.5,1.5,/usr/UNet-try/label/case102_day0_slice_0090.png
/usr/UNet-try/train/case102/case102_day0/scans/slice_0091_360_310_1.50_1.50.png,310,360,1.5,1.5,/usr/UNet-try/label/case102_day0_slice_0091.png
/usr/UNet-try/train/case102/case102_day0/scans/slice_0092_360_310_1.50_1.50.png,310,360,1.5,1.5,/usr/UNet-try/label/case102_day0_slice_0092.png
/usr/UNet-try/train/case102/case102_day0/scans/slice_0093_360_310_1.50_1.50.png,310,360,1.5,1.5,/usr/UNet-try/label/case102_day0_slice_0093.png
/usr/UNet-try/train/case102/case102_day0/scans/slice_0094_360_310_1.50_1.50.png,310,360,1.5,1.5,/usr/UNet-try/label/case102_day0_slice_0094.png
/usr/UNet-try/train/case102/case102_day0/scans/slice_0095_360_310_1.50_1.50.png,310,360,1.5,1.5,/usr/UNet-try/label/case102_day0_slice_0095.png
/usr/UNet-try/train/case102/case102_day0/scans/slice_0096_360_310_1.50_1.50.png,310,360,1.5,1.5,/usr/UNet-try/label/case102_day0_slice_0096.png
/usr/UNet-try/train/case102/case102_day0/scans/slice_0097_360_310_1.50_1.50.png,310,360,1.5,1.5,/usr/UNet-try/label/case102_day0_slice_0097.png
/usr/UNet-try/train/case102/case102_day0/scans/slice_0098_360_310_1.50_1.50.png,310,360,1.5,1.5,/usr/UNet-try/label/case102_day0_slice_0098.png
/usr/UNet-try/train/case102/case102_day0/scans/slice_0099_360_310_1.50_1.50.png,310,360,1.5,1.5,/usr/UNet-try/label/case102_day0_slice_0099.png
/usr/UNet-try/train/case102/case102_day0/scans/slice_0100_360_310_1.50_1.50.png,310,360,1.5,1.5,/usr/UNet-try/label/case102_day0_slice_0100.png
/usr/UNet-try/train/case102/case102_day0/scans/slice_0101_360_310_1.50_1.50.png,310,360,1.5,1.5,/usr/UNet-try/label/case102_day0_slice_0101.png
/usr/UNet-try/train/case102/case102_day0/scans/slice_0102_360_310_1.50_1.50.png,310,360,1.5,1.5,/usr/UNet-try/label/case102_day0_slice_0102.png
/usr/UNet-try/train/case102/case102_day0/scans/slice_0103_360_310_1.50_1.50.png,310,360,1.5,1.5,/usr/UNet-try/label/case102_day0_slice_0103.png
/usr/UNet-try/train/case102/case102_day0/scans/slice_0104_360_310_1.50_1.50.png,310,360,1.5,1.5,/usr/UNet-try/label/case102_day0_slice_0104.png
/usr/UNet-try/train/case102/case102_day0/scans/slice_0105_360_310_1.50_1.50.png,310,360,1.5,1.5,/usr/UNet-try/label/case102_day0_slice_0105.png
/usr/UNet-try/train/case102/case102_day0/scans/slice_0106_360_310_1.50_1.50.png,310,360,1.5,1.5,/usr/UNet-try/label/case102_day0_slice_0106.png
/usr/UNet-try/train/case102/case102_day0/scans/slice_0107_360_310_1.50_1.50.png,310,360,1.5,1.5,/usr/UNet-try/label/case102_day0_slice_0107.png
/usr/UNet-try/train/case102/case102_day0/scans/slice_0108_360_310_1.50_1.50.png,310,360,1.5,1.5,/usr/UNet-try/label/case102_day0_slice_0108.png
/usr/UNet-try/train/case102/case102_day0/scans/slice_0109_360_310_1.50_1.50.png,310,360,1.5,1.5,/usr/UNet-try/label/case102_day0_slice_0109.png
/usr/UNet-try/train/case102/case102_day0/scans/slice_0110_360_310_1.50_1.50.png,310,360,1.5,1.5,/usr/UNet-try/label/case102_day0_slice_0110.png
/usr/UNet-try/train/case102/case102_day0/scans/slice_0111_360_310_1.50_1.50.png,310,360,1.5,1.5,/usr/UNet-try/label/case102_day0_slice_0111.png
/usr/UNet-try/train/case102/case102_day0/scans/slice_0112_360_310_1.50_1.50.png,310,360,1.5,1.5,/usr/UNet-try/label/case102_day0_slice_0112.png
/usr/UNet-try/train/case102/case102_day0/scans/slice_0113_360_310_1.50_1.50.png,310,360,1.5,1.5,/usr/UNet-try/label/case102_day0_slice_0113.png
/usr/UNet-try/train/case102/case102_day0/scans/slice_0114_360_310_1.50_1.50.png,310,360,1.5,1.5,/usr/UNet-try/label/case102_day0_slice_0114.png
/usr/UNet-try/train/case102/case102_day0/scans/slice_0115_360_310_1.50_1.50.png,310,360,1.5,1.5,/usr/UNet-try/label/case102_day0_slice_0115.png
/usr/UNet-try/train/case102/case102_day0/scans/slice_0116_360_310_1.50_1.50.png,310,360,1.5,1.5,/usr/UNet-try/label/case102_day0_slice_0116.png
/usr/UNet-try/train/case115/case115_day0/scans/slice_0084_266_266_1.50_1.50.png,266,266,1.5,1.5,/usr/UNet-try/label/case115_day0_slice_0084.png
/usr/UNet-try/train/case115/case115_day0/scans/slice_0085_266_266_1.50_1.50.png,266,266,1.5,1.5,/usr/UNet-try/label/case115_day0_slice_0085.png
/usr/UNet-try/train/case65/case65_day28/scans/slice_0109_266_266_1.50_1.50.png,266,266,1.5,1.5,/usr/UNet-try/label/case65_day28_slice_0109.png
/usr/UNet-try/train/case65/case65_day28/scans/slice_0110_266_266_1.50_1.50.png,266,266,1.5,1.5,/usr/UNet-try/label/case65_day28_slice_0110.png
/usr/UNet-try/train/case65/case65_day28/scans/slice_0111_266_266_1.50_1.50.png,266,266,1.5,1.5,/usr/UNet-try/label/case65_day28_slice_0111.png
/usr/UNet-try/train/case65/case65_day28/scans/slice_0112_266_266_1.50_1.50.png,266,266,1.5,1.5,/usr/UNet-try/label/case65_day28_slice_0112.png
/usr/UNet-try/train/case65/case65_day28/scans/slice_0113_266_266_1.50_1.50.png,266,266,1.5,1.5,/usr/UNet-try/label/case65_day28_slice_0113.png
/usr/UNet-try/train/case65/case65_day28/scans/slice_0114_266_266_1.50_1.50.png,266,266,1.5,1.5,/usr/UNet-try/label/case65_day28_slice_0114.png
/usr/UNet-try/train/case65/case65_day28/scans/slice_0115_266_266_1.50_1.50.png,266,266,1.5,1.5,/usr/UNet-try/label/case65_day28_slice_0115.png
/usr/UNet-try/train/case65/case65_day28/scans/slice_0116_266_266_1.50_1.50.png,266,266,1.5,1.5,/usr/UNet-try/label/case65_day28_slice_0116.png
/usr/UNet-try/train/case65/case65_day25/scans/slice_0086_266_266_1.50_1.50.png,266,266,1.5,1.5,/usr/UNet-try/label/case65_day25_slice_0086.png
/usr/UNet-try/train/case65/case65_day25/scans/slice_0087_266_266_1.50_1.50.png,266,266,1.5,1.5,/usr/UNet-try/label/case65_day25_slice_0087.png
/usr/UNet-try/train/case65/case65_day25/scans/slice_0088_266_266_1.50_1.50.png,266,266,1.5,1.5,/usr/UNet-try/label/case65_day25_slice_0088.png
/usr/UNet-try/train/case65/case65_day0/scans/slice_0083_266_266_1.50_1.50.png,266,266,1.5,1.5,/usr/UNet-try/label/case65_day0_slice_0083.png
/usr/UNet-try/train/case53/case53_day0/scans/slice_0088_266_266_1.50_1.50.png,266,266,1.5,1.5,/usr/UNet-try/label/case53_day0_slice_0088.png
/usr/UNet-try/train/case53/case53_day0/scans/slice_0089_266_266_1.50_1.50.png,266,266,1.5,1.5,/usr/UNet-try/label/case53_day0_slice_0089.png
/usr/UNet-try/train/case53/case53_day0/scans/slice_0090_266_266_1.50_1.50.png,266,266,1.5,1.5,/usr/UNet-try/label/case53_day0_slice_0090.png
/usr/UNet-try/train/case53/case53_day0/scans/slice_0091_266_266_1.50_1.50.png,266,266,1.5,1.5,/usr/UNet-try/label/case53_day0_slice_0091.png
/usr/UNet-try/train/case53/case53_day0/scans/slice_0092_266_266_1.50_1.50.png,266,266,1.5,1.5,/usr/UNet-try/label/case53_day0_slice_0092.png
/usr/UNet-try/train/case53/case53_day0/scans/slice_0093_266_266_1.50_1.50.png,266,266,1.5,1.5,/usr/UNet-try/label/case53_day0_slice_0093.png
/usr/UNet-try/train/case53/case53_day0/scans/slice_0094_266_266_1.50_1.50.png,266,266,1.5,1.5,/usr/UNet-try/label/case53_day0_slice_0094.png
/usr/UNet-try/train/case53/case53_day0/scans/slice_0095_266_266_1.50_1.50.png,266,266,1.5,1.5,/usr/UNet-try/label/case53_day0_slice_0095.png
/usr/UNet-try/train/case122/case122_day25/scans/slice_0067_266_266_1.50_1.50.png,266,266,1.5,1.5,/usr/UNet-try/label/case122_day25_slice_0067.png
/usr/UNet-try/train/case122/case122_day25/scans/slice_0068_266_266_1.50_1.50.png,266,266,1.5,1.5,/usr/UNet-try/label/case122_day25_slice_0068.png
/usr/UNet-try/train/case122/case122_day25/scans/slice_0069_266_266_1.50_1.50.png,266,266,1.5,1.5,/usr/UNet-try/label/case122_day25_slice_0069.png
/usr/UNet-try/train/case122/case122_day25/scans/slice_0070_266_266_1.50_1.50.png,266,266,1.5,1.5,/usr/UNet-try/label/case122_day25_slice_0070.png
/usr/UNet-try/train/case122/case122_day25/scans/slice_0071_266_266_1.50_1.50.png,266,266,1.5,1.5,/usr/UNet-try/label/case122_day25_slice_0071.png
/usr/UNet-try/train/case122/case122_day25/scans/slice_0072_266_266_1.50_1.50.png,266,266,1.5,1.5,/usr/UNet-try/label/case122_day25_slice_0072.png
/usr/UNet-try/train/case122/case122_day25/scans/slice_0073_266_266_1.50_1.50.png,266,266,1.5,1.5,/usr/UNet-try/label/case122_day25_slice_0073.png
/usr/UNet-try/train/case122/case122_day25/scans/slice_0074_266_266_1.50_1.50.png,266,266,1.5,1.5,/usr/UNet-try/label/case122_day25_slice_0074.png
/usr/UNet-try/train/case122/case122_day25/scans/slice_0075_266_266_1.50_1.50.png,266,266,1.5,1.5,/usr/UNet-try/label/case122_day25_slice_0075.png
/usr/UNet-try/train/case122/case122_day25/scans/slice_0076_266_266_1.50_1.50.png,266,266,1.5,1.5,/usr/UNet-try/label/case122_day25_slice_0076.png
/usr/UNet-try/train/case122/case122_day18/scans/slice_0065_266_266_1.50_1.50.png,266,266,1.5,1.5,/usr/UNet-try/label/case122_day18_slice_0065.png
/usr/UNet-try/train/case122/case122_day18/scans/slice_0066_266_266_1.50_1.50.png,266,266,1.5,1.5,/usr/UNet-try/label/case122_day18_slice_0066.png
/usr/UNet-try/train/case122/case122_day18/scans/slice_0067_266_266_1.50_1.50.png,266,266,1.5,1.5,/usr/UNet-try/label/case122_day18_slice_0067.png
/usr/UNet-try/train/case122/case122_day18/scans/slice_0068_266_266_1.50_1.50.png,266,266,1.5,1.5,/usr/UNet-try/label/case122_day18_slice_0068.png
/usr/UNet-try/train/case122/case122_day18/scans/slice_0069_266_266_1.50_1.50.png,266,266,1.5,1.5,/usr/UNet-try/label/case122_day18_slice_0069.png
/usr/UNet-try/train/case122/case122_day18/scans/slice_0070_266_266_1.50_1.50.png,266,266,1.5,1.5,/usr/UNet-try/label/case122_day18_slice_0070.png
/usr/UNet-try/train/case122/case122_day18/scans/slice_0071_266_266_1.50_1.50.png,266,266,1.5,1.5,/usr/UNet-try/label/case122_day18_slice_0071.png
/usr/UNet-try/train/case122/case122_day18/scans/slice_0072_266_266_1.50_1.50.png,266,266,1.5,1.5,/usr/UNet-try/label/case122_day18_slice_0072.png
/usr/UNet-try/train/case122/case122_day18/scans/slice_0073_266_266_1.50_1.50.png,266,266,1.5,1.5,/usr/UNet-try/label/case122_day18_slice_0073.png
/usr/UNet-try/train/case122/case122_day18/scans/slice_0074_266_266_1.50_1.50.png,266,266,1.5,1.5,/usr/UNet-try/label/case122_day18_slice_0074.png
/usr/UNet-try/train/case122/case122_day24/scans/slice_0068_266_266_1.50_1.50.png,266,266,1.5,1.5,/usr/UNet-try/label/case122_day24_slice_0068.png
/usr/UNet-try/train/case122/case122_day24/scans/slice_0069_266_266_1.50_1.50.png,266,266,1.5,1.5,/usr/UNet-try/label/case122_day24_slice_0069.png
/usr/UNet-try/train/case122/case122_day24/scans/slice_0070_266_266_1.50_1.50.png,266,266,1.5,1.5,/usr/UNet-try/label/case122_day24_slice_0070.png
/usr/UNet-try/train/case122/case122_day24/scans/slice_0071_266_266_1.50_1.50.png,266,266,1.5,1.5,/usr/UNet-try/label/case122_day24_slice_0071.png
/usr/UNet-try/train/case122/case122_day24/scans/slice_0072_266_266_1.50_1.50.png,266,266,1.5,1.5,/usr/UNet-try/label/case122_day24_slice_0072.png
/usr/UNet-try/train/case122/case122_day24/scans/slice_0073_266_266_1.50_1.50.png,266,266,1.5,1.5,/usr/UNet-try/label/case122_day24_slice_0073.png
/usr/UNet-try/train/case122/case122_day24/scans/slice_0074_266_266_1.50_1.50.png,266,266,1.5,1.5,/usr/UNet-try/label/case122_day24_slice_0074.png
/usr/UNet-try/train/case122/case122_day27/scans/slice_0069_266_266_1.50_1.50.png,266,266,1.5,1.5,/usr/UNet-try/label/case122_day27_slice_0069.png
/usr/UNet-try/train/case122/case122_day27/scans/slice_0070_266_266_1.50_1.50.png,266,266,1.5,1.5,/usr/UNet-try/label/case122_day27_slice_0070.png
/usr/UNet-try/train/case122/case122_day27/scans/slice_0071_266_266_1.50_1.50.png,266,266,1.5,1.5,/usr/UNet-try/label/case122_day27_slice_0071.png
/usr/UNet-try/train/case122/case122_day27/scans/slice_0072_266_266_1.50_1.50.png,266,266,1.5,1.5,/usr/UNet-try/label/case122_day27_slice_0072.png
/usr/UNet-try/train/case122/case122_day27/scans/slice_0073_266_266_1.50_1.50.png,266,266,1.5,1.5,/usr/UNet-try/label/case122_day27_slice_0073.png
/usr/UNet-try/train/case122/case122_day27/scans/slice_0074_266_266_1.50_1.50.png,266,266,1.5,1.5,/usr/UNet-try/label/case122_day27_slice_0074.png
/usr/UNet-try/train/case122/case122_day27/scans/slice_0075_266_266_1.50_1.50.png,266,266,1.5,1.5,/usr/UNet-try/label/case122_day27_slice_0075.png
/usr/UNet-try/train/case122/case122_day27/scans/slice_0076_266_266_1.50_1.50.png,266,266,1.5,1.5,/usr/UNet-try/label/case122_day27_slice_0076.png
/usr/UNet-try/train/case122/case122_day27/scans/slice_0077_266_266_1.50_1.50.png,266,266,1.5,1.5,/usr/UNet-try/label/case122_day27_slice_0077.png
/usr/UNet-try/train/case122/case122_day0/scans/slice_0074_360_310_1.50_1.50.png,310,360,1.5,1.5,/usr/UNet-try/label/case122_day0_slice_0074.png
/usr/UNet-try/train/case122/case122_day0/scans/slice_0075_360_310_1.50_1.50.png,310,360,1.5,1.5,/usr/UNet-try/label/case122_day0_slice_0075.png
/usr/UNet-try/train/case122/case122_day0/scans/slice_0076_360_310_1.50_1.50.png,310,360,1.5,1.5,/usr/UNet-try/label/case122_day0_slice_0076.png
/usr/UNet-try/train/case122/case122_day0/scans/slice_0077_360_310_1.50_1.50.png,310,360,1.5,1.5,/usr/UNet-try/label/case122_day0_slice_0077.png
/usr/UNet-try/train/case122/case122_day0/scans/slice_0078_360_310_1.50_1.50.png,310,360,1.5,1.5,/usr/UNet-try/label/case122_day0_slice_0078.png
/usr/UNet-try/train/case122/case122_day0/scans/slice_0079_360_310_1.50_1.50.png,310,360,1.5,1.5,/usr/UNet-try/label/case122_day0_slice_0079.png
/usr/UNet-try/train/case122/case122_day0/scans/slice_0080_360_310_1.50_1.50.png,310,360,1.5,1.5,/usr/UNet-try/label/case122_day0_slice_0080.png
/usr/UNet-try/train/case122/case122_day0/scans/slice_0081_360_310_1.50_1.50.png,310,360,1.5,1.5,/usr/UNet-try/label/case122_day0_slice_0081.png
/usr/UNet-try/train/case122/case122_day0/scans/slice_0082_360_310_1.50_1.50.png,310,360,1.5,1.5,/usr/UNet-try/label/case122_day0_slice_0082.png
/usr/UNet-try/train/case122/case122_day0/scans/slice_0083_360_310_1.50_1.50.png,310,360,1.5,1.5,/usr/UNet-try/label/case122_day0_slice_0083.png
/usr/UNet-try/train/case122/case122_day0/scans/slice_0084_360_310_1.50_1.50.png,310,360,1.5,1.5,/usr/UNet-try/label/case122_day0_slice_0084.png
/usr/UNet-try/train/case125/case125_day16/scans/slice_0070_266_266_1.50_1.50.png,266,266,1.5,1.5,/usr/UNet-try/label/case125_day16_slice_0070.png
/usr/UNet-try/train/case125/case125_day16/scans/slice_0071_266_266_1.50_1.50.png,266,266,1.5,1.5,/usr/UNet-try/label/case125_day16_slice_0071.png
/usr/UNet-try/train/case125/case125_day16/scans/slice_0072_266_266_1.50_1.50.png,266,266,1.5,1.5,/usr/UNet-try/label/case125_day16_slice_0072.png
/usr/UNet-try/train/case125/case125_day16/scans/slice_0073_266_266_1.50_1.50.png,266,266,1.5,1.5,/usr/UNet-try/label/case125_day16_slice_0073.png
/usr/UNet-try/train/case125/case125_day16/scans/slice_0074_266_266_1.50_1.50.png,266,266,1.5,1.5,/usr/UNet-try/label/case125_day16_slice_0074.png
/usr/UNet-try/train/case125/case125_day16/scans/slice_0075_266_266_1.50_1.50.png,266,266,1.5,1.5,/usr/UNet-try/label/case125_day16_slice_0075.png
/usr/UNet-try/train/case125/case125_day16/scans/slice_0076_266_266_1.50_1.50.png,266,266,1.5,1.5,/usr/UNet-try/label/case125_day16_slice_0076.png
/usr/UNet-try/train/case125/case125_day16/scans/slice_0077_266_266_1.50_1.50.png,266,266,1.5,1.5,/usr/UNet-try/label/case125_day16_slice_0077.png
/usr/UNet-try/train/case125/case125_day16/scans/slice_0078_266_266_1.50_1.50.png,266,266,1.5,1.5,/usr/UNet-try/label/case125_day16_slice_0078.png
/usr/UNet-try/train/case125/case125_day16/scans/slice_0079_266_266_1.50_1.50.png,266,266,1.5,1.5,/usr/UNet-try/label/case125_day16_slice_0079.png
/usr/UNet-try/train/case125/case125_day16/scans/slice_0080_266_266_1.50_1.50.png,266,266,1.5,1.5,/usr/UNet-try/label/case125_day16_slice_0080.png
/usr/UNet-try/train/case125/case125_day16/scans/slice_0081_266_266_1.50_1.50.png,266,266,1.5,1.5,/usr/UNet-try/label/case125_day16_slice_0081.png
/usr/UNet-try/train/case125/case125_day16/scans/slice_0082_266_266_1.50_1.50.png,266,266,1.5,1.5,/usr/UNet-try/label/case125_day16_slice_0082.png
/usr/UNet-try/train/case125/case125_day16/scans/slice_0083_266_266_1.50_1.50.png,266,266,1.5,1.5,/usr/UNet-try/label/case125_day16_slice_0083.png
/usr/UNet-try/train/case125/case125_day16/scans/slice_0084_266_266_1.50_1.50.png,266,266,1.5,1.5,/usr/UNet-try/label/case125_day16_slice_0084.png
/usr/UNet-try/train/case125/case125_day16/scans/slice_0085_266_266_1.50_1.50.png,266,266,1.5,1.5,/usr/UNet-try/label/case125_day16_slice_0085.png
/usr/UNet-try/train/case125/case125_day16/scans/slice_0086_266_266_1.50_1.50.png,266,266,1.5,1.5,/usr/UNet-try/label/case125_day16_slice_0086.png
/usr/UNet-try/train/case125/case125_day16/scans/slice_0087_266_266_1.50_1.50.png,266,266,1.5,1.5,/usr/UNet-try/label/case125_day16_slice_0087.png
/usr/UNet-try/train/case125/case125_day16/scans/slice_0088_266_266_1.50_1.50.png,266,266,1.5,1.5,/usr/UNet-try/label/case125_day16_slice_0088.png
/usr/UNet-try/train/case125/case125_day16/scans/slice_0089_266_266_1.50_1.50.png,266,266,1.5,1.5,/usr/UNet-try/label/case125_day16_slice_0089.png
/usr/UNet-try/train/case125/case125_day16/scans/slice_0090_266_266_1.50_1.50.png,266,266,1.5,1.5,/usr/UNet-try/label/case125_day16_slice_0090.png
/usr/UNet-try/train/case125/case125_day15/scans/slice_0073_266_266_1.50_1.50.png,266,266,1.5,1.5,/usr/UNet-try/label/case125_day15_slice_0073.png
/usr/UNet-try/train/case125/case125_day15/scans/slice_0074_266_266_1.50_1.50.png,266,266,1.5,1.5,/usr/UNet-try/label/case125_day15_slice_0074.png
/usr/UNet-try/train/case125/case125_day15/scans/slice_0075_266_266_1.50_1.50.png,266,266,1.5,1.5,/usr/UNet-try/label/case125_day15_slice_0075.png
/usr/UNet-try/train/case125/case125_day15/scans/slice_0076_266_266_1.50_1.50.png,266,266,1.5,1.5,/usr/UNet-try/label/case125_day15_slice_0076.png
/usr/UNet-try/train/case125/case125_day15/scans/slice_0077_266_266_1.50_1.50.png,266,266,1.5,1.5,/usr/UNet-try/label/case125_day15_slice_0077.png
/usr/UNet-try/train/case125/case125_day15/scans/slice_0078_266_266_1.50_1.50.png,266,266,1.5,1.5,/usr/UNet-try/label/case125_day15_slice_0078.png
/usr/UNet-try/train/case125/case125_day15/scans/slice_0079_266_266_1.50_1.50.png,266,266,1.5,1.5,/usr/UNet-try/label/case125_day15_slice_0079.png
/usr/UNet-try/train/case125/case125_day15/scans/slice_0080_266_266_1.50_1.50.png,266,266,1.5,1.5,/usr/UNet-try/label/case125_day15_slice_0080.png
/usr/UNet-try/train/case125/case125_day15/scans/slice_0081_266_266_1.50_1.50.png,266,266,1.5,1.5,/usr/UNet-try/label/case125_day15_slice_0081.png
/usr/UNet-try/train/case125/case125_day15/scans/slice_0082_266_266_1.50_1.50.png,266,266,1.5,1.5,/usr/UNet-try/label/case125_day15_slice_0082.png
/usr/UNet-try/train/case125/case125_day15/scans/slice_0083_266_266_1.50_1.50.png,266,266,1.5,1.5,/usr/UNet-try/label/case125_day15_slice_0083.png
/usr/UNet-try/train/case125/case125_day15/scans/slice_0084_266_266_1.50_1.50.png,266,266,1.5,1.5,/usr/UNet-try/label/case125_day15_slice_0084.png
/usr/UNet-try/train/case125/case125_day15/scans/slice_0085_266_266_1.50_1.50.png,266,266,1.5,1.5,/usr/UNet-try/label/case125_day15_slice_0085.png
/usr/UNet-try/train/case125/case125_day0/scans/slice_0065_266_266_1.50_1.50.png,266,266,1.5,1.5,/usr/UNet-try/label/case125_day0_slice_0065.png
/usr/UNet-try/train/case125/case125_day0/scans/slice_0066_266_266_1.50_1.50.png,266,266,1.5,1.5,/usr/UNet-try/label/case125_day0_slice_0066.png
/usr/UNet-try/train/case125/case125_day0/scans/slice_0067_266_266_1.50_1.50.png,266,266,1.5,1.5,/usr/UNet-try/label/case125_day0_slice_0067.png
/usr/UNet-try/train/case125/case125_day0/scans/slice_0068_266_266_1.50_1.50.png,266,266,1.5,1.5,/usr/UNet-try/label/case125_day0_slice_0068.png
/usr/UNet-try/train/case125/case125_day0/scans/slice_0069_266_266_1.50_1.50.png,266,266,1.5,1.5,/usr/UNet-try/label/case125_day0_slice_0069.png
/usr/UNet-try/train/case125/case125_day0/scans/slice_0070_266_266_1.50_1.50.png,266,266,1.5,1.5,/usr/UNet-try/label/case125_day0_slice_0070.png
/usr/UNet-try/train/case125/case125_day0/scans/slice_0071_266_266_1.50_1.50.png,266,266,1.5,1.5,/usr/UNet-try/label/case125_day0_slice_0071.png
/usr/UNet-try/train/case125/case125_day0/scans/slice_0072_266_266_1.50_1.50.png,266,266,1.5,1.5,/usr/UNet-try/label/case125_day0_slice_0072.png
/usr/UNet-try/train/case125/case125_day0/scans/slice_0073_266_266_1.50_1.50.png,266,266,1.5,1.5,/usr/UNet-try/label/case125_day0_slice_0073.png
/usr/UNet-try/train/case125/case125_day0/scans/slice_0074_266_266_1.50_1.50.png,266,266,1.5,1.5,/usr/UNet-try/label/case125_day0_slice_0074.png
/usr/UNet-try/train/case125/case125_day0/scans/slice_0075_266_266_1.50_1.50.png,266,266,1.5,1.5,/usr/UNet-try/label/case125_day0_slice_0075.png
/usr/UNet-try/train/case125/case125_day0/scans/slice_0076_266_266_1.50_1.50.png,266,266,1.5,1.5,/usr/UNet-try/label/case125_day0_slice_0076.png
/usr/UNet-try/train/case125/case125_day0/scans/slice_0077_266_266_1.50_1.50.png,266,266,1.5,1.5,/usr/UNet-try/label/case125_day0_slice_0077.png
/usr/UNet-try/train/case125/case125_day0/scans/slice_0078_266_266_1.50_1.50.png,266,266,1.5,1.5,/usr/UNet-try/label/case125_day0_slice_0078.png
/usr/UNet-try/train/case125/case125_day0/scans/slice_0079_266_266_1.50_1.50.png,266,266,1.5,1.5,/usr/UNet-try/label/case125_day0_slice_0079.png
